id,name,abbreviation,foia_officer_title,foia_email,foia_address,foia_phone,foia_fax,response_days,portal_url
381,Nuclear Regulatory Commission,NRC,FOIA Officer,FOIA.Resource@nrc.gov,"FOIA Officer
Mail Stop TWFN-6 A60M
Washington
DC
20555-0001",301-415-7169,,20,https://nrc.secureocp.com
481,OCR District of Columbia,OCR - Metro D.C.,FOIA Officer,,,,,20,
470,OCR Region I - Boston,OCR - 1 Boston,FOIA Officer,,,,,20,
473,OCR Region II - New York,OCR - 2 New York,FOIA Officer,,,,,20,
474,OCR Region III - Philadelphia,OCR - 3 Philadelphia,FOIA Officer,,,,,20,
475,OCR Region IV - Atlanta,OCR - 4 Atlanta,FOIA Officer,,,,,20,
480,OCR Region IX - San Francisco,OCR - 9 San Francisco,FOIA Officer,,,,,20,
476,OCR Region V - Chicago,OCR - 5 Chicago,FOIA Officer,,,,,20,
477,OCR Region VI - Dallas,OCR - 6 Dallas,FOIA Officer,,,,,20,
478,OCR Region VII- Kansas City,OCR - 7 Kansas City,FOIA Officer,,,,,20,
479,OCR Region VIII - Denver,OCR - 8 Denver,FOIA Officer,,,,,20,
471,OCR Region X - Seattle,OCR - 10 Seattle,FOIA Officer,,,,,20,
472,OCR Region XII - Cleveland,OCR - 12 Cleveland,FOIA Officer,,,,,20,
493,OFO - Contracts and Acquisitions Management,OFO-CAM,FOIA Officer,,,,,20,
489,OM - Office of the Chief Privacy Officer,OM-OCPO,FOIA Officer,,,,,20,
568,"OM - Privacy, Information, Record Management Services",OM-PIRMS,FOIA Officer,,,,,20,
448,OPM Central Office,OPM CO,FOIA Officer,,,,,20,
52,Oak Ridge Office,ORO,FOIA Officer,,"Michelle Galbert, FOIA Officer
9800 South Cass Avenue
Lemont
IL
60423",630-252-2041,,20,http://science.energy.gov/isc/foia/how-to-submit-a-foia-request/request-form/
348,Occupational Safety & Health Administration,OSHA,FOIA Officer,,"Christopher Durso, FOIA Officer, Room N3647
200 Constitution Avenue, NW
Washington
DC
20210",202-693-2009,,20,
307,Occupational Safety and Health Review Commission,OSHRC,FOIA Officer,OSHRC_FOIA@oshrc.gov,"FOIA Requester Service Center, 9th Floor
1120 20th Street, NW
Washington
DC
20036-3457",202-606-5724,,20,http://www.oshrc.gov/foia/index.html
601,Office for Access to Justice,ATJ,FOIA Officer,MRUFOIA.Requests@usdoj.gov,"Justice Management Division, Room 115, LOC Building
Washington
DC
20530",202-616-5979,,20,https://www.foia.gov/request/agency-component/f5268984-4616-4862-9890-ae170cbde6c0/
497,Office for Civil Rights (Headquarters),OCR,FOIA Officer,,,,,20,
20,Office for Civil Rights and Civil Liberties,CRCL,FOIA Officer,crclfoia@hq.dhs.gov,"Mail Stop 0190, 2707 Martin Luther King Jr. AVE SE
Washington
DC
20528-0655",202-343-1743,,20,http://www.dhs.gov/dhs-foia-request-submission-form
427,Office of Accountability & Whistleblower Protection,OAWP,FOIA Officer,vacofoiase@va.gov,"810 Vermont Avenue, NW
(70A) VACO
Washington
DC
20420",202-461-4214,,20,
409,Office of Acquisition and Logistics,OALC,FOIA Officer,vacofoiase@va.gov,"FOIA Officer, Office of Acquisition and Logistics (OAL), Room 3E.405
425 I Street, NW
Washington
DC
20001",708-786-7804,,20,https://www.va.gov/FOIA/Requests.asp
460,"Office of Acquisition, Logistics, and Construction (formerly A&MM - Acquisition & Material Management) - DO NOT USE",OAL,FOIA Officer,,"do not use
Washington
DC
20001",,,20,
395,Office of Asset Enterprise Management,OAEM,FOIA Officer,,"Department of Veterans Affairs(044) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-590-8793,,20,https://www.oprm.va.gov/foia/foia_library.aspx
407,Office of Assistant Secretary for Congressional and Legislative Affairs,C&LA,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs (009) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-6459,,20,https://www.va.gov/FOIA/Requests.asp
400,"Office of Assistant Secretary for Human Resources and Administration/Operations, Security and Preparedness",ASHRAOSP,FOIA Officer,Milton.Roberts@va.gov,"Department of Veterans Affairs (006) VACO
810 Vermont Avenue, NW
Washington
DC
20420",(202) 632-7160,,20,https://www.oprm.va.gov/foia/foia_reports.aspx
399,Office of Assistant Secretary for Information and Technology,OIT - Inactive,FOIA Officer,vacofoiaservice@va.gov,"Department of Veterans Affairs (005R1C) VACO
810 Vermont Avenue, NW
Washington
DC
20420",877 750-3642,,20,http://www.foia.va.gov/
394,Office of Assistant Secretary for Management,MGMT,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs, (004A) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-6991,,20,https://www.oprm.va.gov/foia/foia_library.aspx
393,Office of Assistant Secretary for Public and Intergovernmental Affairs,OASP&IA,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs, (002B) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-7440,,20,https://www.oprm.va.gov/foia/foia_library.aspx
32,Office of Biometric Identity Management,OBIM,FOIA Officer,,"DHS Privacy Office, Mail Stop 0655
2707 Martin Luther King Jr. AVE SE
Washington
DC
20528",,,20,https://www.securerelease.us/create-request/agency/dd766a62-27ba-4cd1-ba1f-0fe7708077e2/component/33dd590b-eb58-4551-8fc2-2fe404a87248
368,Office of Budget & Program Analysis,OBPA,FOIA Officer,,"1400 Independence Avenue SW
Room 4039-A
Washington
DC
20250-0706",202-690-3318,,20,https://efoia-pal.usda.gov/
498,"Office of Career, Technical & Adult Education",OCTAE,FOIA Officer,,,,,20,
587,Office of Chief Human Capitol Officer,OCHCO,FOIA Officer,vacofoiase@va.gov,"810 Vermont Ave NW
Washington
DC
20420",,,20,
562,Office of Civil Rights,ASCR,FOIA Officer,,,,,20,
496,Office of Communications and Outreach,OCO,FOIA Officer,,,,,20,
101,Office of Community Oriented Policing Services,COPS,FOIA Officer,,"Nicole Lee, FOIA Officer, Legal Division, Two Constitution Square
145 N Street, NE
Washington
DC
20530-0001",202-616-0825,,20,https://cops.usdoj.gov/Default.asp?Item=40
434,Office of Congressional and Intergovernmental Affairs,OCIA,FOIA Officer,,"Edward ""Pierce"" Bue, U.S. Department of Labor - Office of Congressional and Intergovernmental Affairs
200 Constitution Avenue, NW - Room S2220
Washington
DC
20210",202-693-4600,,20,
408,Office of Construction & Facilities Management,CFM,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs (OOCM2) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-632-4755,,20,https://www.va.gov/FOIA/Requests.asp
404,Office of Deputy Assistant Secretary for Administration,ADMIN,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs, (032A) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-5343,,20,https://www.oprm.va.gov/foia/foia_library.aspx
396,Office of Deputy Assistant Secretary for Budget,ODASB,FOIA Officer,vacofoiase@va.gov,"ODASB FOIA Contact, (041) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-6631,,20,https://www.va.gov/FOIA/Requests.asp
401,Office of Deputy Assistant Secretary for Human Resources Management,HRM,FOIA Officer,,"Department of Veterans Affairs (054A) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-7863,,20,https://www.oprm.va.gov/foia/foia_reports.aspx
453,Office of Disability Employment Policy,ODEP,FOIA Officer,foiarequests@dol.gov,"200 Constituton Ave, NW
Washington
DC
20210",202-693-7880,,20,https://www.dol.gov/general/foia
514,Office of Dispute Resolution,ODR,FOIA Officer,,,,,20,
402,Office of Diversity and Inclusion,ODI,FOIA Officer,,"Department of Veterans Affairs, (06) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-4237,,20,https://www.oprm.va.gov/foia/foia_library.aspx
462,Office of Electronic Health Record Modernization,OEHRM,FOIA Officer,vacofoiase@va.gov,"811 Vermont Avenue NW
Washington
DC
20420",(202) 461-0227,,20,
499,Office of Elementary and Secondary Education,OESE,FOIA Officer,,,,,20,
532,Office of English Language Acquisition,OELA,FOIA Officer,,,,,20,
406,Office of Enterprise Integration,OEI,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs (008) VACO, Room 314
810 Vermont Avenue, NW
Washington
DC
20420",202-632-5246,,20,https://www.va.gov/FOIA/Library.asp
344,Office of Federal Contract Compliance Programs,OFCCP,FOIA Officer,,"Bruce Andersen, FOIA Coordinator, USDOL OFCCP, Room C-3325
200 Constitution Avenue, NW
Washington
DC
20210",202-693-5500,,20,https://www.dol.gov/ofccp/foia/foiareadingroom/index.html
581,Office of Federal Housing Enterprise Oversight,OFHEO,FOIA Officer,,,,,20,
506,Office of Finance and Operations,OFO,FOIA Officer,,,,,20,
458,Office of General Counsel,OGC,FOIA Officer,,,,,20,
444,Office of General Counsel (International Law Division):  (Appeals and Litigation Only),OGC,FOIA Officer,,,,,20,
252,"Office of General Counsel, Operational FOIA and Access Division",NGC,FOIA Officer,FOIA@nara.gov,"National Archives at College Park, Office of the General Counsel, Room 3110
8601 Adelphi Road
College Park
MD
20740",301-837-3642,,20,https://foiaonline.gov/foiaonline/action/public/home
300,Office of Government Ethics,OGE,FOIA Officer,usoge@oge.gov,"Sara Nekou, OGE FOIA Officer
250 E Street SW, Suite 750
Washington
DC
20024",,,20,https://extapps2.oge.gov/FOIAStatus/FOIAResponse.nsf/2FC940AD2A3190BD8525811B004560CE
553,Office of Health Affairs,OHA,FOIA Officer,,,,,20,
583,Office of Hearings and Appeals,OHA,FOIA Officer,usdafoia@usda.gov,"1400 Independence Avenue, SW
Room 4039-A
Washington
DC
20250-0706",202-690-3318,,20,https://efoia-pal.usda.gov/
102,Office of Information Policy,OIP,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff
441 G St, NW, 6th Floor 
Washington
DC
20530",202-514-3642,,20,https://foiaonline.regulations.gov/foia/action/public/home
388,Office of Information and Technology - VA Central Office FOIA Service,OIT,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs, (OO5X6D) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-738-2974,,20,https://www.va.gov/FOIA/Requests.asp
492,Office of Innovation and Improvement,OII,FOIA Officer,,,,,20,
47,Office of Inspector General,OIG,FOIA Officer,FOIA@oig.doc.gov,"Jennifer Piel, FOIA Officer
1401 Constitution Avenue NW, Room 7896
Washington
DC
20230",202-482-5992,,20,https://foia-pal.commerce.gov
75,Office of Inspector General,OIG,FOIA Officer,foia@doioig.gov,"Alexandra Ellis, FOIA Officer, DOI/OIG
1849 C Street, NW, MS-4428  
Washington
DC
20240",703-581-3425,,20,https://www.doioig.gov/complaints-requests/freedom-information-act-foia
119,Office of Inspector General,OIG,FOIA Officer,,"FOIA Officer, 7th Floor
1200 New Jersey Avenue, SE
Washington
DC
20590",202-366-6131,,20,https://www.oig.dot.gov/freedom-information-act
150,Office of Inspector General,DoD IG,FOIA Officer,foiarequests@dodig.mil,"DoD Office of Inspector General/FOIA Requester Service Center
4800 Mark Center Drive, Suite 10B24
Alexandria
VA
22350-1500",703-604-9775,,20,https://www.foiaonline.gov/foiaonline/action/public/home
200,Office of Inspector General,FHFA-OIG,FOIA Officer,FOIA@fhfaoig.gov,"Attn: FHFA OIG FOIA Office
Constitution Center, 400 7th Street, SW
Washington
DC
20024",202-730-0399,,20,https://www.fhfaoig.gov/FOIA/ReadingRoom
323,Office of Inspector General,OIG,FOIA Officer,foia@stateoig.gov,"Gina Goldblatt, FOIA Officer
1700 North Moore Street, Suite 800
Arlington
VA
22209",571-348-2405,,20,http://foia.state.gov/foiareq/foialetter.asp
412,Office of Inspector General,IG,FOIA Officer,,"Department of Veterans Affairs
810 Vermont Avenue, NW (50CI)
Washington
DC
20420",202-461-4631,,20,https://www.va.gov/FOIA/Library.asp
416,Office of Inspector General,OIG,FOIA Officer,,"1825 Eye Street NW, Suite 800
Washington
DC
20006",,,20,https://lsc.gov/foia-electronic-public-reading-room
422,Office of Inspector General,OIG,FOIA Officer,foiaoig@nsf.gov,"2415 Eisenhower Avenue
W16100
Alexandria
VA
22314",(703) 292-7100,,20,https://www.nsf.gov/oig/reports/
428,Office of Inspector General,J,FOIA Officer,OIGFOIA-PrivacyAct@gsaig.gov,"1800 F Street, NW
Washington
DC
20405",(202) 501-1932,,20,https://www.gsa.gov/reference/freedom-of-information-act-foia/electronic-reading-room
455,Office of Inspector General,OIG,FOIA Officer,,,,,20,
501,Office of Inspector General,OIG,FOIA Officer,,"OIG FOIA Coordinator
400 Maryland Avenue, S.W.
Washington
DC
20202-1500",,,20,https://www.ed.gov/about/ed-overview/required-notices/freedom-of-information-act-foia
508,Office of Inspector General,OIG,FOIA Officer,,"NLRB OIG FOIA Office
1015 Half Street SE
Washington
DC
20570",,,20,https://www.securerelease.us/
557,Office of Inspector General Appeals only,OIG Appeals,FOIA Officer,,,,,20,
27,Office of Intelligence & Analysis,I&A,FOIA Officer,iafoia@hq.dhs.gov,"Privacy Office, Mail Stop 0655 
2707 Martin Luther King Jr. AVE SE
Washington
DC
20528",202-447-4561,,20,http://www.dhs.gov/dhs-foia-request-submission-form
516,Office of Intergovernmental and Public Liaison,OIPL,FOIA Officer,,,,,20,
104,Office of Justice Programs,OJP,FOIA Officer,,"Monica Potter-Johnson, FOIA Officer, Room 5400
810 7th Street, NW
Washington
DC
20531",202-307-6235,,20,https://ojp.gov/about/foia/ojp_foia_library.htm
345,Office of Labor-Management Standards,OLMS,FOIA Officer,,"Ebony Griffin, FOIA Coordinator, Suite N-5609
200 Constitution Avenue, NW
Washington
DC
20210",202-693-0112,,20,
415,Office of Legal Affairs,OLA,FOIA Officer,,"1825 Eye Street NW, Suite 800
Washington
DC
20006",,,20,https://lsc.gov/foia-electronic-public-reading-room
105,Office of Legal Counsel,OLC,FOIA Officer,,"Melissa Golden, Lead Paralegal and FOIA Specialist, Room 5517
950 Pennsylvania Avenue, NW
Washington
DC
20530-0001",202-514-2053,,20,https://www.justice.gov/olc/olc-foia-electronic-reading-room
519,Office of Legal Counsel,OLC,FOIA Officer,,,,,20,
164,Office of Legal Counsel/Headquarters (FOIA Division),OLC/HDQ,FOIA Officer,FOIA@eeoc.gov,"Michael L. Heise, Assistant Legal Counsel, FOIA Public Liaison
131 M Street NE, Suite 5NW02E
Washington
DC
20507",202-921-2542,,20,https://eeoc.arkcase.com/foia/portal/login
106,Office of Legal Policy,OLP,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff, 6th Floor
441 G St, NW
Washington
DC
20530-0001",202-514-3642,,20,https://foiaonline.gov/foiaonline/action/public/home
491,Office of Legislation and Congressional Affairs,OLCA,FOIA Officer,,,,,20,
107,Office of Legislative Affairs,OLA,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff, 6th Floor
441 G St, NW
Washington
DC
20530-0001",202-514-3642,,20,https://foiaonline.gov/foiaonline/action/public/home
490,Office of Management,OM,FOIA Officer,,,,,20,
564,Office of Management,Mgmt - do not use,FOIA Officer,,"do not use
washington
DC
20001",,,20,
533,Office of Management - Regulatory Information Management Services,OM-RIMS,FOIA Officer,,,,,20,
565,Office of Management and Administrative Programs,OMAP,FOIA Officer,,,,,20,
301,Office of Management and Budget,OMB,FOIA Officer,OMBFOIA@omb.eop.gov,"Tim Nusraty, FOIA Officer
725 17th Street NW, Room 9272
Washington
DC
20503",202-395-3642,,20,
302,Office of National Drug Control Policy,ONDCP,FOIA Officer,foia@ondcp.eop.gov,"Office of National Drug Control Policy, Office of Legal Counsel
1800 G Street, 9th Floor
Washington
DC
20503",202-395-6622,,20,https://www.foia.gov/agency-search.html?id=5f5caf48-9039-46a7-9715-591d5aa3ac62&type=component
303,Office of Navajo and Hopi Indian Relocation,ONHIR,FOIA Officer,laruzow@onhir.gov,"P.O. Box KK
201 E. Birch Avenue
Flagstaff
AZ
86002",9287792721114,,20,https://www.onhir.gov
57,Office of Naval Reactors,NR,FOIA Officer,,"Clifford Nunn, FOIA Officer
P.O. Box 109
West Mifflin
PA
15122-0109",412-476-7202,,20,https://www.energy.gov/doe-headquarters-foia-request-form
525,Office of Operations Coordination,OPS,FOIA Officer,,,,,20,
605,Office of Pandemic Preparedness and Response Policy,OPPR,FOIA Officer,,"Scott Levy
1650 17th Street NW Suite 497
Washington
DC
20006",(202) 456-6124,,20,https://www.whitehouse.gov/oppr/
305,Office of Personnel Management,OPM,FOIA Officer,foia@opm.gov,"FOIA Requester Service Center, Room 7H22
1900 E Street NW
Washington
DC
20415-7900",202-606-3642,,20,https://www.opm.gov/information-management/freedom-of-information-act/#url=Electronic-Reading-Room
483,"Office of Planning, Evaluation, and Policy Development",OPEPD,FOIA Officer,,,,,20,
526,Office of Policy,PLCY,FOIA Officer,,,,,20,
463,Office of Policy and Planning,P&P,FOIA Officer,,,,,20,
488,Office of Postsecondary Education,OPE,FOIA Officer,,,,,20,
271,"Office of Presidential Libraries, Archival Operations Division",PA,FOIA Officer,presidential.materials@nara.gov,"The National Archives Building, Room G-7
700 Pennsylvania Avenue, NW
Washington
DC
20408-0001",202-357-5200,,20,
109,Office of Professional Responsibility,OPR,FOIA Officer,,"Carmen Smith Carter, Assistant Counsel for the Freedom of Information and Privacy Acts, Suite 3241
950 Pennsylvania Avenue, NW
Washington
DC
20530",202-514-3365,,20,https://www.justice.gov/opr/OPR-FOIA/opr-electronic-reading-room
110,Office of Public Affairs,Public Affairs,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff, 6th Floor
441 G St, NW
Washington
DC
20530-0001",202-514-3642,,20,https://foiaonline.regulations.gov/foia/action/public/home
397,Office of Public Affairs,OPA,FOIA Officer,,"Department of Veterans Affairs (047GD) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-5035,,20,https://www.va.gov/FOIA/Requests.asp
433,Office of Public Affairs,OPA,FOIA Officer,,"Beverly Eaves, U.S. Department of Labor - Office of Public Affairs
200 Constitution Avenue, NW - Room S2514
Washington
DC
20210",202-693-4654,,20,
464,Office of Public Affairs,PA,FOIA Officer,,,,,20,
537,Office of Public Health and Science,OPHS,FOIA Officer,,,,,20,
558,Office of Public Health and Science,OPHS/PSC,FOIA Officer,,,,,20,
254,"Office of Research Services, Special Access and FOIA - Washington, DC Area",RF,FOIA Officer,specialaccess_FOIA@nara.gov,"Special Access and FOIA Program (RF), Room 5500
8601 Adelphi Road
College Park
MD
20740",301-837-3190,,20,https://www.archives.gov/foia/electronic-reading-room
403,Office of Resolution Management,ORM,FOIA Officer,ormfoia@va.gov,"Department of Veterans Affairs (08) VACO
810 Vermont Avenue, NW
Washington
DC
20420",216-390-3607,,20,https://www.va.gov/FOIA/Library.asp
588,Office of Resolution Management,ORMDI,FOIA Officer,vacofoiase@va.gov,"810 Vermont Avenue, NW
(08) VACO 
Washington
DC
20420",727-295-9139,,20,
534,Office of Safe and Drug-Free Schools,OSDFS,FOIA Officer,,,,,20,
573,Office of Safe and Healthy Students,OSHS,FOIA Officer,,,,,20,
308,Office of Science and Technology Policy,OSTP,FOIA Officer,OSTPFOIA@ostp.eop.gov,"Rachel Wallace, Chief FOIA Officer
1650 Pennsylvania Avenue, NW
Washington
DC
20502",202-456-4444,,20,https://www.whitehouse.gov/ostp/information-resources/
53,Office of Scientific and Technical Information,OSTI,FOIA Officer,,"Erin Anderson, FOIA Officer
P.O. Box 62
Oak Ridge
TN
37831",865-576-8408,,20,
530,Office of Small Business Programs,OSBP,FOIA Officer,,,,,20,
413,Office of Small and Disadvantaged Business Utilization,OSDBU,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs, (00SB) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-632-8204,,20,https://www.va.gov/FOIA/Requests.asp
78,Office of Surface Mining Reclamation and Enforcement,OSM,FOIA Officer,foia@osmre.gov,"Dele Awoniyi, FOIA Officer, MS 1200W-MIB 
1849 C Street NW
Washington
DC
20240",202-208-5840,,20,https://foiaonline.gov/foiaonline/action/public/request
586,Office of Surface Mining Reclamation and Enforcement,OSMRE,FOIA Officer,foia@osmre.gov,"Julie Moore, FOIA Officer
OSMRE, Three Parkway Center
Pittsburgh
PA
15220",(412) 552-9440,,20,https://www.osmre.gov/about/general-information
543,Office of Thrift Supervision,OTS,FOIA Officer,,,,,20,
112,Office of Tribal Justice,OTJ,FOIA Officer,,"Kevin Krebs, Assistant Director, FOIA/Privacy Unit
175 N Street, NE Suite 5.400
Washington
DC
20530-0001",202-252-6020,,20,https://www.justice.gov/usao/resources/foia-library
546,Office of Vocational and Adult Education,OVAE,FOIA Officer,,,,,20,
346,Office of Workers' Compensation Programs,OWCP,FOIA Officer,,"Mia Day, FOIA Coordinator, Suite N-5609
200 Constitution Avenue, NW
Washington
DC
20210",202-693-0125,,20,https://www.dol.gov/owcp/energy/regs/compliance/efoia.htm
342,Office of the Administrative Law Judges,OALJ,FOIA Officer,,"Frank Clubb, FOIA Disclosure Officer, Suite 400 North
800 K Street
N.W. Washington
DC
20001-8002",202-693-7348,,20,
343,Office of the Assistant Secretary for Administration and Management,OASAM,FOIA Officer,,"Candy March, FOIA Coordinator, Room S-3317
200 Constitution Avenue, NW
Washington
DC
20210",202-693-7126,,20,
370,Office of the Assistant Secretary for Civil Rights,OASCR,FOIA Officer,,"1400 Independence Avenue, SW
Room 4039-A
Washington
DC
20250-0706",202-690-3318,,20,https://efoia-pal.usda.gov/
417,Office of the Assistant Secretary for Health,OASH,FOIA Officer,FOIArequest@psc.hhs.gov,"Hubert H. Humphrey Building, Room 729H
200 Independence Avenue, SW
Washington
DC
20201",202-260-6933,,20,https://www.hhs.gov/foia/electronic-reading-room/index.html
405,"Office of the Assistant Secretary for Operations, Security, and Preparedness",OSP,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs, (007) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-4984,,20,https://www.va.gov/FOIA/Requests.asp
436,Office of the Assistant Secretary for Policy,OASP,FOIA Officer,oaspfoia@dol.gov,"Terry Fryer, U.S. Department of Labor, Office of the Assistant Secretary for Policy
200 Constitution Avenue, NW - Room S2312
Washington
DC
20210",202-693-5925,,20,https://www.dol.gov/asp/foia
82,Office of the Associate Attorney General,Office of the Assoc. AG,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff, 6th Floor
441 G St, NW
Washington
DC
20530-0001",202-514-3642,,20,https://foiaonline.gov/foiaonline/action/public/home
80,Office of the Attorney General,Office of the AG,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff, 6th Floor
441 G St, NW
Washington
DC
20530-0001",202-514-3642,,20,https://foiaonline.gov/foiaonline/action/public/home
369,Office of the Chief Financial Officer,OCFO,FOIA Officer,,"1400 Independence Avenue SW
Room 4039-A
Washington
DC
20250-0706",202-690-3318,,20,https://efoia-pal.usda.gov/
435,Office of the Chief Financial Officer,OCFO,FOIA Officer,,"Chris Polen, U.S. Department of Labor - Office of the Chief Financial Officer
200 Constitution Avenue, NW - Room S4030
Washington
DC
20210",202-693-6825,,20,
494,Office of the Chief Financial Officer,OCFO,FOIA Officer,,,,,20,
531,Office of the Chief Financial Officer - Financial Systems Services,OCFO-FSS,FOIA Officer,,,,,20,
495,Office of the Chief Information Officer,OCIO,FOIA Officer,,,,,20,
529,Office of the Chief Information Officer,OCIO,FOIA Officer,,,,,20,
559,Office of the Clerk of the Board,OCB,FOIA Officer,,,,,20,
328,Office of the Comptroller of the Currency,OCC,FOIA Officer,,"Pauline Byrd, Freedom of Information Act Officer
400 7th Street, SW
Washington
DC
20219",202-649-6700,,20,https://foia-pal.occ.gov/
461,Office of the Deputy Assistant Secretary for Intergovernmental Affairs,ODASIA,FOIA Officer,,,,,20,
81,Office of the Deputy Attorney General,Office of the DAG,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff, 6th Floor
441 G St, NW
Washington
DC
20530-0001",202-514-3642,,20,https://foiaonline.gov/foiaonline/action/public/home
484,Office of the Deputy Secretary,ODS,FOIA Officer,,,,,20,
299,Office of the Director of National Intelligence,ODNI,FOIA Officer,,"Louis DiNatale, Chief, Information Management Office, Office of the Director of National Intelligence
Washington
DC
20511",703-275-1313,,20,http://www.dni.gov/FOIA
505,Office of the Executive Secretariat,Exec Sec,FOIA Officer,,,,,20,
607,Office of the Executive Secretariat,OES,FOIA Officer,,"Andrew Fiorillo, Chief, Initial Request Staff
441 G St, NW, 6th Floor 
Washington
DC
20530",202-514-3642,,20,https://foiaonline.regulations.gov/foia/action/public/home
392,Office of the Executive Secretary,SEC,FOIA Officer,vacofoiase@va.gov,"Department of Veterans Affairs, 002B VACO
810 Vermont Avenue, NW
Washington
DC
20420",202 632-5286,,20,https://www.oprm.va.gov/contacts.aspx
515,Office of the Federal Detention Trustee,OFDT,FOIA Officer,,,,,20,
202,Office of the General Counsel,OGC,FOIA Officer,solmail@flra.gov,"Office of the Solicitor, Federal Labor Relations Authority
1400 K Street, NW
Washington
DC
20424",771-444-5775,,20,https://www.flra.gov/elibrary
371,Office of the General Counsel,OGC,FOIA Officer,usdafoia@usda.gov,"1400 Independence Avenue, SW
Room 4039-A
Washington
DC
20250-0706",202-690-3318,,20,https://efoia-pal.usda.gov/
411,Office of the General Counsel,GC,FOIA Officer,vacofoiase@va.gov,"Gregory Draves, FOIA Contact, (026H) VACO
810 Vermont Avenue, NW
Washington
DC
20420",202-461-7752,,20,https://www.va.gov/foia/
500,Office of the General Counsel,OGC,FOIA Officer,,,,,20,
512,Office of the General Counsel,OGC,FOIA Officer,,,,,20,
524,Office of the General Counsel,OGC,FOIA Officer,,,,,20,
511,Office of the General Manager,OGM,FOIA Officer,,,,,20,
26,Office of the Inspector General,OIG,FOIA Officer,FOIA.OIG@oig.dhs.gov,"Office of the Inspector General, FOIA Public Liaison, DHS-OIG Counsel
245 Murray Lane, SW, Stop 0305
Washington
DC
20528-0305",202-981-6100,,20,http://www.dhs.gov/dhs-foia-request-submission-form
103,Office of the Inspector General,OIG,FOIA Officer,,"Deborah M. Waller, Government Information Specialist, Room 4726
950 Pennsylvania Avenue, NW
Washington
DC
20530",202-616-0646,,20,https://oig.justice.gov/foia/eroom.htm
209,Office of the Inspector General,IG,FOIA Officer,oigmail@flra.gov,"FLRA Office of the Inspector General, FOIA Contact
1400 K Street, NW
Washington
DC
20424",771-444-5712,,20,https://www.flra.gov/elibrary
220,Office of the Inspector General,OIG,FOIA Officer,,"Stefanie Jewett, FOIA Officer, Wilbur J. Cohen Building, Room 5527
330 Independence Avenue, SW
Washington
DC
20201",202-619-2541,,20,https://foia.pal.oig.hhs.gov/app/Home.aspx
253,Office of the Inspector General,OIG,FOIA Officer,,"FOIA Contact, Room 2800
8601 Adelphi Road
College Park
MD
20740",301-837-3000,,20,https://www.archives.gov/foia/electronic-reading-room
282,Office of the Inspector General,OIG,FOIA Officer,hq-foia-oig@mail.nasa.gov,"OIG FOIA Officer, Room 8V69
300 E Street, SW
Washington
DC
20546",202-358-2575,,20,https://pal.hq.nasa.gov/
289,Office of the Inspector General,OIG,FOIA Officer,oigmail@ncua.gov,"Marta Erceg, Counsel to the Inspector General / Assistant IG for Investigations
1775 Duke Street
Alexandria
VA
22314",703-518-6350,,20,https://ncua.gov/foia/library
311,Office of the Inspector General,OIG,FOIA Officer,,"1275 First Street, NE
Washington
DC
20526-0001",202-692-2922,,20,https://cwppc.secureprtportal.com/
347,Office of the Inspector General,OIG,FOIA Officer,FOIA.PrivacyAct@oig.dol.gov,"Michael Coen, Government Information Specialist, Room S-5506
200 Constitution Avenue, NW
Washington
DC
20210",202-693-5234,,20,
372,Office of the Inspector General,OIG,FOIA Officer,,"1400 Independence Avenue, SW
Whitten Building, Room 441-E
Washington
DC
20250",(202) 720-8112,,20,https://www.usda.gov/oig/foia
